ping_time,latitude,longitude,38kHz_sound_speed_m_s,38kHz_basic,120kHz_sound_speed_m_s,120kHz_basic
2017-06-03 08:13:06.491552,54.216068,-166.112008,1470.0,165.66,1470.0,165.66
2017-06-03 08:13:07.491957,54.216077,-166.111993,1470.0,165.85,1470.0,165.66
2017-06-03 08:13:07.991158,54.216104,-166.111943,1470.0,165.85,1470.0,165.47
2017-06-03 08:13:08.490358,54.216113,-166.111927,1470.0,165.85,1470.0,165.47
2017-06-03 08:13:08.989559,54.216141,-166.111876,1470.0,166.03,1470.0,165.47
2017-06-03 08:13:09.488760,54.21615,-166.11186,1470.0,165.66,1470.0,165.47
2017-06-03 08:13:09.987961,54.216178,-166.111811,1470.0,165.85,1470.0,165.66
2017-06-03 08:13:10.487162,54.216187,-166.111795,1470.0,166.6,1470.0,166.03
2017-06-03 08:13:10.986362,54.216214,-166.111746,1470.0,166.6,1470.0,166.03
2017-06-03 08:13:11.485563,54.216223,-166.111731,1470.0,166.6,1470.0,166.22
2017-06-03 08:13:11.984764,54.216249,-166.111683,1470.0,166.22,1470.0,166.03
2017-06-03 08:13:12.483965,54.216259,-166.111667,1470.0,166.22,1470.0,165.85
2017-06-03 08:13:12.997965,54.216288,-166.111618,1470.0,165.85,1470.0,165.66
2017-06-03 08:13:13.497168,54.216297,-166.111602,1470.0,166.03,1470.0,165.28
2017-06-03 08:13:13.996367,54.216327,-166.111552,1470.0,165.47,1470.0,165.28
2017-06-03 08:13:14.495569,54.216336,-166.111536,1470.0,165.47,1470.0,165.47
2017-06-03 08:13:14.994768,54.216363,-166.11149,1470.0,165.66,1470.0,165.28
2017-06-03 08:13:15.493971,54.216372,-166.111474,1470.0,165.66,1470.0,165.28
2017-06-03 08:13:15.993170,54.216399,-166.111425,1470.0,165.66,1470.0,165.28
2017-06-03 08:13:16.492373,54.216409,-166.111409,1470.0,165.47,1470.0,165.28
2017-06-03 08:13:16.991573,54.216438,-166.11136,1470.0,165.28,1470.0,164.9
2017-06-03 08:13:17.490774,54.216447,-166.111343,1470.0,165.28,1470.0,164.9
2017-06-03 08:13:17.989975,54.216474,-166.111293,1470.0,164.72,1470.0,165.09
2017-06-03 08:13:18.489176,54.216483,-166.111277,1470.0,164.9,1470.0,164.72
2017-06-03 08:13:18.988377,54.216511,-166.111228,1470.0,165.85,1470.0,165.09
2017-06-03 08:13:19.487577,54.21652,-166.111212,1470.0,165.09,1470.0,165.09
2017-06-03 08:13:19.986778,54.216546,-166.111161,1470.0,165.85,1470.0,164.9
2017-06-03 08:13:20.485979,54.216555,-166.111145,1470.0,166.22,1470.0,164.72
2017-06-03 08:13:20.985180,54.216583,-166.111096,1470.0,164.53,1470.0,164.72
2017-06-03 08:13:21.484381,54.216592,-166.11108,1470.0,164.15,1470.0,164.34
2017-06-03 08:13:21.999182,54.216622,-166.11103,1470.0,163.78,1470.0,163.78
2017-06-03 08:13:22.498383,54.216631,-166.111014,1470.0,163.59,1470.0,163.59
2017-06-03 08:13:22.997583,54.216659,-166.110968,1470.0,163.96,1470.0,163.4
2017-06-03 08:13:23.496784,54.216669,-166.110952,1470.0,163.59,1470.0,163.4
2017-06-03 08:13:23.995985,54.216697,-166.110903,1470.0,163.4,1470.0,163.21
2017-06-03 08:13:24.495186,54.216706,-166.110887,1470.0,163.02,1470.0,163.02
2017-06-03 08:13:24.994387,54.216733,-166.11084,1470.0,162.83,1470.0,162.65
2017-06-03 08:13:25.493587,54.216742,-166.110824,1470.0,163.02,1470.0,162.46
2017-06-03 08:13:25.992788,54.216769,-166.110775,1470.0,163.21,1470.0,162.27
2017-06-03 08:13:26.491989,54.216778,-166.110758,1470.0,162.83,1470.0,162.27
2017-06-03 08:13:26.991192,54.216804,-166.110708,1470.0,162.08,1470.0,162.08
2017-06-03 08:13:27.490391,54.216813,-166.110692,1470.0,161.89,1470.0,162.27
2017-06-03 08:13:27.989594,54.216841,-166.110643,1470.0,163.4,1470.0,162.46
2017-06-03 08:13:28.488792,54.21685,-166.110626,1470.0,162.08,1470.0,162.27
2017-06-03 08:13:28.987995,54.216876,-166.110575,1470.0,162.83,1470.0,161.89
2017-06-03 08:13:29.487194,54.216885,-166.110558,1470.0,162.83,1470.0,161.33
2017-06-03 08:13:29.986397,54.216911,-166.110508,1470.0,161.71,1470.0,161.14
2017-06-03 08:13:30.485596,54.21692,-166.110492,1470.0,161.14,1470.0,160.76
2017-06-03 08:13:30.984798,54.216948,-166.110443,1470.0,160.2,1470.0,160.39
2017-06-03 08:13:31.483999,54.216957,-166.110427,1470.0,160.01,1470.0,160.01
2017-06-03 08:13:31.998800,54.216987,-166.110378,1470.0,159.64,1470.0,159.82
2017-06-03 08:13:32.498001,54.216996,-166.110363,1470.0,159.45,1470.0,159.45
2017-06-03 08:13:32.997202,54.217024,-166.110316,1470.0,159.26,1470.0,159.26
2017-06-03 08:13:33.496403,54.217034,-166.1103,1470.0,159.26,1470.0,158.88
2017-06-03 08:13:33.995602,54.217062,-166.11025,1470.0,159.07,1470.0,158.88
2017-06-03 08:13:34.494804,54.21707,-166.110234,1470.0,159.07,1470.0,158.32
2017-06-03 08:13:34.994003,54.217096,-166.110186,1470.0,159.45,1470.0,158.32
2017-06-03 08:13:35.493206,54.217105,-166.110169,1470.0,159.26,1470.0,158.13
2017-06-03 08:13:35.992405,54.217133,-166.110118,1470.0,158.88,1470.0,157.75
2017-06-03 08:13:36.491608,54.217141,-166.110102,1470.0,158.7,1470.0,157.57
2017-06-03 08:13:36.990808,54.217168,-166.110051,1470.0,157.19,1470.0,157.19
2017-06-03 08:13:37.490009,54.217177,-166.110035,1470.0,156.63,1470.0,156.63
2017-06-03 08:13:37.989210,54.217204,-166.109985,1470.0,156.81,1470.0,156.44
2017-06-03 08:13:38.488411,54.217214,-166.109969,1470.0,156.25,1470.0,155.87
2017-06-03 08:13:38.987612,54.217243,-166.109921,1470.0,155.87,1470.0,155.68
2017-06-03 08:13:39.486813,54.217252,-166.109906,1470.0,155.31,1470.0,155.31
2017-06-03 08:13:39.986013,54.217279,-166.109858,1470.0,154.93,1470.0,154.93
2017-06-03 08:13:40.485214,54.217289,-166.109842,1470.0,154.56,1470.0,154.56
2017-06-03 08:13:40.984415,54.217318,-166.109793,1470.0,154.93,1470.0,154.37
2017-06-03 08:13:41.499216,54.217328,-166.109775,1470.0,153.99,1470.0,153.8
2017-06-03 08:13:41.998417,54.217355,-166.109727,1470.0,153.8,1470.0,153.8
2017-06-03 08:13:42.497618,54.217364,-166.10971,1470.0,153.8,1470.0,153.43
2017-06-03 08:13:42.996819,54.217389,-166.109661,1470.0,153.43,1470.0,153.24
2017-06-03 08:13:43.496019,54.217398,-166.109644,1470.0,153.05,1470.0,153.05
2017-06-03 08:13:43.995220,54.217425,-166.109592,1470.0,153.24,1470.0,153.05
