ping_time,latitude,longitude,38kHz_sound_speed_m_s,38kHz_basic,120kHz_sound_speed_m_s,120kHz_basic
2017-06-03 08:57:10.494598,54.31052,-165.943515,1470.0,297.75,1470.0,297.56
2017-06-03 08:57:11.495802,54.310526,-165.943504,1470.0,298.31,1470.0,298.12
2017-06-03 08:57:11.995003,54.310552,-165.943458,1470.0,298.5,1470.0,298.5
2017-06-03 08:57:12.494202,54.31056,-165.943443,1470.0,299.06,1470.0,298.69
2017-06-03 08:57:12.993404,54.310584,-165.943397,1470.0,299.06,1470.0,298.87
2017-06-03 08:57:13.492603,54.310593,-165.943382,1470.0,299.25,1470.0,299.25
2017-06-03 08:57:13.991806,54.310619,-165.943333,1470.0,299.44,1470.0,299.44
2017-06-03 08:57:14.491005,54.310627,-165.943317,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:14.990208,54.310651,-165.943271,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:15.489407,54.31066,-165.943256,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:15.988609,54.310686,-165.943209,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:16.487810,54.310694,-165.943194,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:16.991810,54.310719,-165.943149,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:17.491013,54.310728,-165.943134,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:17.990211,54.310753,-165.943091,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:18.489414,54.310761,-165.943076,1470.0,3.46,1470.0,265.38
2017-06-03 08:57:18.988613,54.310788,-165.943031,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:19.487816,54.310796,-165.943016,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:19.987015,54.310821,-165.942972,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:20.486217,54.31083,-165.942958,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:20.985418,54.310856,-165.942914,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:21.484619,54.310864,-165.942899,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:21.983820,54.310889,-165.942852,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:22.498621,54.310898,-165.942836,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:22.997822,54.310923,-165.942789,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:23.497023,54.310931,-165.942773,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:23.996223,54.310955,-165.942723,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:24.495424,54.310963,-165.942707,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:24.994625,54.310988,-165.942661,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:25.493826,54.310996,-165.942646,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:25.993027,54.311023,-165.942599,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:26.492228,54.311032,-165.942585,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:26.991428,54.311059,-165.942542,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:27.490629,54.311068,-165.942528,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:27.989830,54.311096,-165.942484,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:28.489031,54.311104,-165.942469,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:28.988232,54.311129,-165.942426,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:29.487432,54.311138,-165.942411,1470.0,3.46,1470.0,266.7
2017-06-03 08:57:29.986633,54.311164,-165.942364,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:30.485834,54.311173,-165.942349,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:30.985037,54.311198,-165.942302,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:31.484236,54.311206,-165.942288,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:31.999039,54.311232,-165.942241,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:32.498238,54.31124,-165.942227,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:32.997440,54.311266,-165.942184,1470.0,3.46,1470.0,268.58
2017-06-03 08:57:33.496639,54.311275,-165.942169,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:33.995840,54.311302,-165.942124,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:34.495041,54.311311,-165.94211,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:34.994242,54.311338,-165.942066,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:35.493443,54.311346,-165.942051,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:35.992643,54.311373,-165.942007,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:36.491846,54.311381,-165.941993,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:36.991045,54.311408,-165.941947,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:37.490248,54.311416,-165.941933,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:37.989447,54.311443,-165.941887,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:38.488649,54.311451,-165.941872,1470.0,3.46,1470.0,3.46
2017-06-03 08:57:38.987848,54.311476,-165.941824,1470.0,3.46,1470.0,3.46
