file,usable_nav,nav_decision_basis,has_lat,has_lon,has_latlon,lat_non_nan_count,lon_non_nan_count,has_sentence,n_time1,use_sentence_for_nav,error
L0408-D20170816-T040143-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0408-D20170816-T042955-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0408-D20170816-T045807-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0408-D20170816-T052618-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0408-D20170816-T055430-ES60.raw,True,latlon+sentence,True,True,True,5075,5075,True,5075,True,
L0408-D20170816-T062241-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0408-D20170816-T065053-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0408-D20170816-T071905-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0408-D20170816-T074717-ES60.raw,True,latlon+sentence,True,True,True,417,417,True,417,True,
L0409-D20170816-T074941-ES60.raw,True,latlon+sentence,True,True,True,5075,5075,True,5075,True,
L0409-D20170816-T081752-ES60.raw,True,latlon+sentence,True,True,True,4682,4682,True,4682,True,
L0410-D20170816-T084354-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0410-D20170816-T091206-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0410-D20170816-T094017-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0410-D20170816-T100829-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0410-D20170816-T103640-ES60.raw,True,latlon+sentence,True,True,True,3297,3297,True,3297,True,
L0411-D20170816-T114426-ES60.raw,True,latlon+sentence,True,True,True,6,6,True,6,True,
L0412-D20170816-T114428-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0412-D20170816-T121240-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0412-D20170816-T124051-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0412-D20170816-T130903-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0412-D20170816-T133714-ES60.raw,True,latlon+sentence,True,True,True,798,798,True,798,True,
L0413-D20170816-T134141-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0413-D20170816-T140952-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0413-D20170816-T143804-ES60.raw,True,latlon+sentence,True,True,True,821,821,True,822,True,
L0414-D20170816-T144239-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0414-D20170816-T151050-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0414-D20170816-T153902-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0414-D20170816-T163524-ES60.raw,True,latlon+sentence,True,True,True,3405,3405,True,3405,True,
L0415-D20170816-T165419-ES60.raw,True,latlon+sentence,True,True,True,5075,5075,True,5075,True,
L0415-D20170816-T172231-ES60.raw,True,latlon+sentence,True,True,True,1619,1619,True,1619,True,
L0416-D20170816-T173132-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170816-T175943-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T182755-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170816-T185606-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T192418-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170816-T195230-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T202041-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T204853-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170816-T211705-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T214517-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T221328-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T224140-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170816-T230952-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170816-T233803-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170817-T000615-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170817-T003426-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
L0416-D20170817-T010237-ES60.raw,True,latlon+sentence,True,True,True,5076,5076,True,5076,True,
L0416-D20170817-T013049-ES60.raw,True,latlon+sentence,True,True,True,5073,5073,True,5073,True,
